ITEM_SID,STYLE_SID,SET,ATTR,Band,Color,Cup,Special
1.77762358473269e+18,1.77762358337289e+18,,,,,,
1.77762358479214e+18,1.77762358337289e+18,,,,,,
1.77762358722934e+18,1.77762358337289e+18,,,,,,
1.77762358337289e+18,1.77762358337289e+18,,,,,,
1.77762358322693e+18,1.77762358382907e+18,,,,,,
1.77762358358658e+18,1.77762358382907e+18,,,,,,
1.77762358370699e+18,1.77762358382907e+18,,,,,,
1.77762358611062e+18,1.77762358382907e+18,,,,,,
1.77762358382907e+18,1.77762358382907e+18,,,,,,
1.77762358739575e+18,1.77762358749943e+18,BandCupColor,Cup:F|Band:28|Color:BLACK,28,BLACK,F,
1.77762358844186e+18,1.77762358749943e+18,BandCupColor,Cup:G|Band:28|Color:BLACK,28,BLACK,G,
1.77762358883939e+18,1.77762358749943e+18,BandCupColor,Cup:G|Band:30|Color:BLACK,30,BLACK,G,
1.77762358915253e+18,1.77762358749943e+18,BandCupColor,Cup:DD|Band:28|Color:BLACK,28,BLACK,DD,
1.77762358932965e+18,1.77762358749943e+18,BandCupColor,Cup:D|Band:28|Color:BLACK,28,BLACK,D,
1.77762359050346e+18,1.77762358749943e+18,BandCupColor,Cup:E|Band:28|Color:BLACK,28,BLACK,E,
1.77762359061956e+18,1.77762358749943e+18,BandCupColor,Cup:FF|Band:28|Color:BLACK,28,BLACK,FF,
1.77762359172033e+18,1.77762358749943e+18,BandCupColor,Cup:FF|Band:30|Color:BLACK|Special:True,30,BLACK,FF,True
1.77762359182892e+18,1.77762358749943e+18,BandCupColor,Cup:DD|Band:32|Color:BLACK,32,BLACK,DD,
1.77762359209117e+18,1.77762358749943e+18,BandCupColor,Cup:E|Band:32|Color:BLACK,32,BLACK,E,
1.77762359214492e+18,1.77762358749943e+18,BandCupColor,Cup:D|Band:32|Color:BLACK,32,BLACK,D,
1.77762359254404e+18,1.77762358749943e+18,BandCupColor,Cup:G|Band:34|Color:BLACK,34,BLACK,G,
1.7776235929265e+18,1.77762358749943e+18,BandCupColor,Cup:G|Band:32|Color:BLACK,32,BLACK,G,
1.77762359305116e+18,1.77762358749943e+18,BandCupColor,Cup:F|Band:34|Color:BLACK,34,BLACK,F,
1.77762359310868e+18,1.77762358749943e+18,BandCupColor,Cup:FF|Band:32|Color:BLACK,32,BLACK,FF,
1.77762359336845e+18,1.77762358749943e+18,BandCupColor,Cup:FF|Band:34|Color:BLACK,34,BLACK,FF,
1.77762359344583e+18,1.77762358749943e+18,BandCupColor,Cup:F|Band:32|Color:BLACK,32,BLACK,F,
1.77762359414002e+18,1.77762358749943e+18,BandCupColor,Cup:DD|Band:30|Color:BLACK,30,BLACK,DD,
1.77762359506652e+18,1.77762358749943e+18,BandCupColor,Cup:D|Band:30|Color:BLACK,30,BLACK,D,
1.77762359541864e+18,1.77762358749943e+18,BandCupColor,Cup:E|Band:30|Color:BLACK,30,BLACK,E,
1.77762359543288e+18,1.77762358749943e+18,BandCupColor,Cup:F|Band:30|Color:BLACK,30,BLACK,F,
1.77762359642383e+18,1.77762358749943e+18,BandCupColor,Cup:H|Band:32|Color:BLACK,32,BLACK,H,
1.77762359650993e+18,1.77762358749943e+18,BandCupColor,Cup:DD|Band:34|Color:BLACK,34,BLACK,DD,
1.77762359653475e+18,1.77762358749943e+18,BandCupColor,Cup:E|Band:34|Color:BLACK,34,BLACK,E,
1.7776235967036e+18,1.77762358749943e+18,BandCupColor,Cup:GG|Band:34|Color:BLACK,34,BLACK,GG,
1.77762359682212e+18,1.77762358749943e+18,BandCupColor,Cup:D|Band:34|Color:BLACK,34,BLACK,D,
1.77762359771785e+18,1.77762358749943e+18,BandCupColor,Cup:GG|Band:32|Color:BLACK,32,BLACK,GG,
1.77762359777728e+18,1.77762358749943e+18,BandCupColor,Cup:GG|Band:28|Color:BLACK,28,BLACK,GG,
1.7776235983746e+18,1.77762358749943e+18,BandCupColor,Cup:FF|Band:36|Color:BLACK,36,BLACK,FF,
1.77762359854496e+18,1.77762358749943e+18,BandCupColor,Cup:DD|Band:38|Color:BLACK,38,BLACK,DD,
1.77762359883964e+18,1.77762358749943e+18,BandCupColor,Cup:GG|Band:30|Color:BLACK,30,BLACK,GG,
1.77762359900046e+18,1.77762358749943e+18,BandCupColor,Cup:E|Band:36|Color:BLACK,36,BLACK,E,
1.77762359993405e+18,1.77762358749943e+18,BandCupColor,Cup:F|Band:36|Color:BLACK,36,BLACK,F,
1.77762360006937e+18,1.77762358749943e+18,BandCupColor,Cup:H|Band:30|Color:BLACK,30,BLACK,H,
1.77762360009677e+18,1.77762358749943e+18,BandCupColor,Cup:G|Band:36|Color:BLACK,36,BLACK,G,
1.77762358749943e+18,1.77762358749943e+18,BandCupColor,Cup:None|Band:None|Color:None,None,None,None,
1.77762360056549e+18,1.77762360049192e+18,BandCupColor,Cup:FF|Band:30|Color:COBALT,30,COBALT,FF,
1.77762360072274e+18,1.77762360049192e+18,BandCupColor,Cup:F|Band:34|Color:COBALT,34,COBALT,F,
1.77762360115399e+18,1.77762360049192e+18,BandCupColor,Cup:F|Band:30|Color:COBALT,30,COBALT,F,
1.77762360125113e+18,1.77762360049192e+18,BandCupColor,Cup:FF|Band:34|Color:COBALT,34,COBALT,FF,
1.77762360149177e+18,1.77762360049192e+18,BandCupColor,Cup:E|Band:34|Color:COBALT,34,COBALT,E,
1.77762360153291e+18,1.77762360049192e+18,BandCupColor,Cup:DD|Band:32|Color:COBALT,32,COBALT,DD,
1.77762360188262e+18,1.77762360049192e+18,BandCupColor,Cup:F|Band:32|Color:COBALT,32,COBALT,F,
1.777623601955e+18,1.77762360049192e+18,BandCupColor,Cup:G|Band:32|Color:COBALT,32,COBALT,G,
1.7776236021104e+18,1.77762360049192e+18,BandCupColor,Cup:G|Band:34|Color:COBALT,34,COBALT,G,
1.77762360283385e+18,1.77762360049192e+18,BandCupColor,Cup:E|Band:28|Color:COBALT,28,COBALT,E,
1.77762360333072e+18,1.77762360049192e+18,BandCupColor,Cup:FF|Band:32|Color:COBALT,32,COBALT,FF,
1.77762360350069e+18,1.77762360049192e+18,BandCupColor,Cup:E|Band:32|Color:COBALT,32,COBALT,E,
1.7776236040329e+18,1.77762360049192e+18,BandCupColor,Cup:F|Band:28|Color:COBALT,28,COBALT,F,
1.77762360608725e+18,1.77762360049192e+18,BandCupColor,Cup:DD|Band:34|Color:COBALT,34,COBALT,DD,
1.77762360643828e+18,1.77762360049192e+18,BandCupColor,Cup:E|Band:36|Color:COBALT,36,COBALT,E,
1.77762360701153e+18,1.77762360049192e+18,BandCupColor,Cup:FF|Band:36|Color:COBALT,36,COBALT,FF,
1.77762360743587e+18,1.77762360049192e+18,BandCupColor,Cup:F|Band:36|Color:COBALT,36,COBALT,F,
1.77762360836624e+18,1.77762360049192e+18,BandCupColor,Cup:GG|Band:32|Color:COBALT,32,COBALT,GG,
1.77762360836709e+18,1.77762360049192e+18,BandCupColor,Cup:G|Band:36|Color:COBALT,36,COBALT,G,
1.77762360049192e+18,1.77762360049192e+18,BandCupColor,Cup:None|Band:None|Color:None,None,None,None,
1.77762360502076e+18,1.77762360483352e+18,BandCupColor,Cup:D|Band:28|Color:NUDE,28,NUDE,D,
1.77762360523268e+18,1.77762360483352e+18,BandCupColor,Cup:DD|Band:28|Color:NUDE,28,NUDE,DD,
1.77762360561901e+18,1.77762360483352e+18,BandCupColor,Cup:E|Band:28|Color:NUDE,28,NUDE,E,
1.77762360585462e+18,1.77762360483352e+18,BandCupColor,Cup:FF|Band:30|Color:NUDE,30,NUDE,FF,
1.77762360618188e+18,1.77762360483352e+18,BandCupColor,Cup:F|Band:28|Color:NUDE,28,NUDE,F,
1.77762360666875e+18,1.77762360483352e+18,BandCupColor,Cup:G|Band:28|Color:NUDE,28,NUDE,G,
1.77762360822517e+18,1.77762360483352e+18,BandCupColor,Cup:G|Band:30|Color:NUDE,30,NUDE,G,
1.77762360854817e+18,1.77762360483352e+18,BandCupColor,Cup:FF|Band:28|Color:NUDE,28,NUDE,FF,
1.77762361019695e+18,1.77762360483352e+18,BandCupColor,Cup:E|Band:32|Color:NUDE,32,NUDE,E,
1.7776236105352e+18,1.77762360483352e+18,BandCupColor,Cup:F|Band:30|Color:NUDE,30,NUDE,F,
1.77762361107017e+18,1.77762360483352e+18,BandCupColor,Cup:G|Band:34|Color:NUDE,34,NUDE,G,
1.77762361186608e+18,1.77762360483352e+18,BandCupColor,Cup:F|Band:32|Color:NUDE,32,NUDE,F,
1.77762361197279e+18,1.77762360483352e+18,BandCupColor,Cup:D|Band:32|Color:NUDE,32,NUDE,D,
1.77762361220362e+18,1.77762360483352e+18,BandCupColor,Cup:E|Band:30|Color:NUDE,30,NUDE,E,
1.77762361238158e+18,1.77762360483352e+18,BandCupColor,Cup:FF|Band:32|Color:NUDE,32,NUDE,FF,
1.77762361256035e+18,1.77762360483352e+18,BandCupColor,Cup:G|Band:32|Color:NUDE,32,NUDE,G,
1.77762361265608e+18,1.77762360483352e+18,BandCupColor,Cup:DD|Band:30|Color:NUDE,30,NUDE,DD,
1.77762361267902e+18,1.77762360483352e+18,BandCupColor,Cup:DD|Band:32|Color:NUDE,32,NUDE,DD,
1.77762361322671e+18,1.77762360483352e+18,BandCupColor,Cup:DD|Band:36|Color:NUDE,36,NUDE,DD,
1.77762361400126e+18,1.77762360483352e+18,BandCupColor,Cup:F|Band:34|Color:NUDE,34,NUDE,F,
1.77762361434365e+18,1.77762360483352e+18,BandCupColor,Cup:DD|Band:34|Color:NUDE,34,NUDE,DD,
1.77762361453924e+18,1.77762360483352e+18,BandCupColor,Cup:DD|Band:38|Color:NUDE,38,NUDE,DD,
1.7776236148137e+18,1.77762360483352e+18,BandCupColor,Cup:D|Band:34|Color:NUDE,34,NUDE,D,
1.77762361508096e+18,1.77762360483352e+18,BandCupColor,Cup:F|Band:36|Color:NUDE,36,NUDE,F,
1.77762361509447e+18,1.77762360483352e+18,BandCupColor,Cup:E|Band:34|Color:NUDE,34,NUDE,E,
1.77762361511302e+18,1.77762360483352e+18,BandCupColor,Cup:FF|Band:34|Color:NUDE,34,NUDE,FF,
1.77762361519043e+18,1.77762360483352e+18,BandCupColor,Cup:G|Band:36|Color:NUDE,36,NUDE,G,
1.77762361524502e+18,1.77762360483352e+18,BandCupColor,Cup:E|Band:36|Color:NUDE,36,NUDE,E,
1.77762361582239e+18,1.77762360483352e+18,BandCupColor,Cup:FF|Band:36|Color:NUDE,36,NUDE,FF,
1.77762361633861e+18,1.77762360483352e+18,BandCupColor,Cup:E|Band:38|Color:NUDE,38,NUDE,E,
1.77762361687593e+18,1.77762360483352e+18,BandCupColor,Cup:FF|Band:38|Color:NUDE,38,NUDE,FF,
1.77762361726908e+18,1.77762360483352e+18,BandCupColor,Cup:G|Band:38|Color:NUDE,38,NUDE,G,
1.77762361756521e+18,1.77762360483352e+18,BandCupColor,Cup:GG|Band:28|Color:NUDE,28,NUDE,GG,
1.77762361797067e+18,1.77762360483352e+18,BandCupColor,Cup:GG|Band:32|Color:NUDE,32,NUDE,GG,
1.77762361831473e+18,1.77762360483352e+18,BandCupColor,Cup:H|Band:28|Color:NUDE,28,NUDE,H,
1.77762361855254e+18,1.77762360483352e+18,BandCupColor,Cup:GG|Band:34|Color:NUDE,34,NUDE,GG,
1.77762361879025e+18,1.77762360483352e+18,BandCupColor,Cup:H|Band:34|Color:NUDE,34,NUDE,H,
1.7776236196551e+18,1.77762360483352e+18,BandCupColor,Cup:H|Band:30|Color:NUDE,30,NUDE,H,
1.77762361974439e+18,1.77762360483352e+18,BandCupColor,Cup:H|Band:36|Color:NUDE,36,NUDE,H,
1.77762361994259e+18,1.77762360483352e+18,BandCupColor,Cup:GG|Band:30|Color:NUDE,30,NUDE,GG,
1.77762361999879e+18,1.77762360483352e+18,BandCupColor,Cup:HH|Band:32|Color:NUDE,32,NUDE,HH,
1.77762362010185e+18,1.77762360483352e+18,BandCupColor,Cup:HH|Band:30|Color:NUDE,30,NUDE,HH,
1.77762362043391e+18,1.77762360483352e+18,BandCupColor,Cup:H|Band:32|Color:NUDE,32,NUDE,H,
1.77762362077354e+18,1.77762360483352e+18,BandCupColor,Cup:F|Band:38|Color:NUDE,38,NUDE,F,
1.77762362158198e+18,1.77762360483352e+18,BandCupColor,Cup:HH|Band:34|Color:NUDE,34,NUDE,HH,
1.77762362158857e+18,1.77762360483352e+18,BandCupColor,Cup:GG|Band:36|Color:NUDE,36,NUDE,GG,
1.77762360483352e+18,1.77762360483352e+18,BandCupColor,Cup:None|Band:None|Color:None,None,None,None,
1.77762362595208e+18,1.77762362625404e+18,,,,,,
1.77762362618345e+18,1.77762362625404e+18,,,,,,
1.77762362635755e+18,1.77762362625404e+18,,,,,,
1.77762362763373e+18,1.77762362625404e+18,,,,,,
1.77762362789979e+18,1.77762362625404e+18,,,,,,
1.77762362792916e+18,1.77762362625404e+18,,,,,,
1.7776236286254e+18,1.77762362625404e+18,,,,,,
1.77762362986741e+18,1.77762362625404e+18,,,,,,
1.77762363021365e+18,1.77762362625404e+18,,,,,,
1.77762362625404e+18,1.77762362625404e+18,,,,,,
1.77762362658997e+18,1.77762362798125e+18,,,,,,
1.77762362846854e+18,1.77762362798125e+18,,,,,,
1.77762363046169e+18,1.77762362798125e+18,,,,,,
1.77762363155672e+18,1.77762362798125e+18,,,,,,
1.77762362798125e+18,1.77762362798125e+18,,,,,,
1.77762363073195e+18,1.77762363033506e+18,,,,,,
1.77762363342807e+18,1.77762363033506e+18,,,,,,
1.77762363411426e+18,1.77762363033506e+18,,,,,,
1.77762363033506e+18,1.77762363033506e+18,,,,,,
1.77762363164853e+18,1.77762363063163e+18,,,,,,
1.77762363063163e+18,1.77762363063163e+18,,,,,,
1.77762363201255e+18,1.77762363085372e+18,,,,,,
1.77762363232898e+18,1.77762363085372e+18,,,,,,
1.77762363248348e+18,1.77762363085372e+18,,,,,,
1.77762363326183e+18,1.77762363085372e+18,,,,,,
1.77762363366656e+18,1.77762363085372e+18,,,,,,
1.77762363085372e+18,1.77762363085372e+18,,,,,,
1.77762363502799e+18,1.77762363510249e+18,,,,,,
1.77762363583833e+18,1.77762363510249e+18,,,,,,
1.77762363620954e+18,1.77762363510249e+18,,,,,,
1.77762363665649e+18,1.77762363510249e+18,,,,,,
1.77762363704528e+18,1.77762363510249e+18,,,,,,
1.77762363510249e+18,1.77762363510249e+18,,,,,,
1.77762364382992e+18,1.77762364320925e+18,,,,,,
1.77762364384979e+18,1.77762364320925e+18,,,,,,
1.77762364523346e+18,1.77762364320925e+18,,,,,,
1.77762364570523e+18,1.77762364320925e+18,,,,,,
1.77762364601819e+18,1.77762364320925e+18,,,,,,
1.77762364621229e+18,1.77762364320925e+18,,,,,,
1.77762364632153e+18,1.77762364320925e+18,,,,,,
1.77762364635115e+18,1.77762364320925e+18,,,,,,
1.77762364678881e+18,1.77762364320925e+18,,,,,,
1.77762364682907e+18,1.77762364320925e+18,,,,,,
1.77762364686713e+18,1.77762364320925e+18,,,,,,
1.77762364772263e+18,1.77762364320925e+18,,,,,,
1.7776236485956e+18,1.77762364320925e+18,,,,,,
1.77762364930252e+18,1.77762364320925e+18,,,,,,
1.77762364941863e+18,1.77762364320925e+18,,,,,,
1.77762364946891e+18,1.77762364320925e+18,,,,,,
1.77762365024416e+18,1.77762364320925e+18,,,,,,
1.77762365086613e+18,1.77762364320925e+18,,,,,,
1.77762365119611e+18,1.77762364320925e+18,,,,,,
1.77762365153853e+18,1.77762364320925e+18,,,,,,
1.77762365157199e+18,1.77762364320925e+18,,,,,,
1.77762364320925e+18,1.77762364320925e+18,,,,,,
1.77762364576886e+18,1.77762364417895e+18,,,,,,
1.77762364417895e+18,1.77762364417895e+18,,,,,,
1.77762364750334e+18,1.77762364928593e+18,,,,,,
1.77762364982447e+18,1.77762364928593e+18,,,,,,
1.77762365055433e+18,1.77762364928593e+18,,,,,,
1.77762365140881e+18,1.77762364928593e+18,,,,,,
1.77762365191007e+18,1.77762364928593e+18,,,,,,
1.77762365210146e+18,1.77762364928593e+18,,,,,,
1.7776236522167e+18,1.77762364928593e+18,,,,,,
1.77762365225543e+18,1.77762364928593e+18,,,,,,
1.77762365352011e+18,1.77762364928593e+18,,,,,,
1.77762365384839e+18,1.77762364928593e+18,,,,,,
1.77762365425008e+18,1.77762364928593e+18,,,,,,
1.77762365453847e+18,1.77762364928593e+18,,,,,,
1.77762365471612e+18,1.77762364928593e+18,,,,,,
1.77762365483509e+18,1.77762364928593e+18,,,,,,
1.77762365496251e+18,1.77762364928593e+18,,,,,,
1.77762365545409e+18,1.77762364928593e+18,,,,,,
1.77762365558037e+18,1.77762364928593e+18,,,,,,
1.7776236562431e+18,1.77762364928593e+18,,,,,,
1.77762365629254e+18,1.77762364928593e+18,,,,,,
1.777623656759e+18,1.77762364928593e+18,,,,,,
1.77762365679281e+18,1.77762364928593e+18,,,,,,
1.77762365796377e+18,1.77762364928593e+18,,,,,,
1.777623658155e+18,1.77762364928593e+18,,,,,,
1.7776236581633e+18,1.77762364928593e+18,,,,,,
1.77762365846951e+18,1.77762364928593e+18,,,,,,
1.77762365867859e+18,1.77762364928593e+18,,,,,,
1.77762365929323e+18,1.77762364928593e+18,,,,,,
1.77762365957415e+18,1.77762364928593e+18,,,,,,
1.77762366000216e+18,1.77762364928593e+18,,,,,,
1.77762366003551e+18,1.77762364928593e+18,,,,,,
1.77762366014327e+18,1.77762364928593e+18,,,,,,
1.77762366051187e+18,1.77762364928593e+18,,,,,,
1.77762366075129e+18,1.77762364928593e+18,,,,,,
1.77762366124203e+18,1.77762364928593e+18,,,,,,
1.77762366204681e+18,1.77762364928593e+18,,,,,,
1.77762366294854e+18,1.77762364928593e+18,,,,,,
1.7776236629532e+18,1.77762364928593e+18,,,,,,
1.77762366302779e+18,1.77762364928593e+18,,,,,,
1.77762366369917e+18,1.77762364928593e+18,,,,,,
1.77762366370909e+18,1.77762364928593e+18,,,,,,
1.77762366416482e+18,1.77762364928593e+18,,,,,,
1.77762364928593e+18,1.77762364928593e+18,,,,,,
1.77762366477147e+18,1.77762366524281e+18,BandCupColor,Cup:HH|Band:32|Color:BLACK,32,BLACK,HH,
1.77762366596461e+18,1.77762366524281e+18,BandCupColor,Cup:H|Band:34|Color:BLACK,34,BLACK,H,
1.77762366623931e+18,1.77762366524281e+18,BandCupColor,Cup:HH|Band:34|Color:BLACK,34,BLACK,HH,
1.77762366632805e+18,1.77762366524281e+18,BandCupColor,Cup:GG|Band:28|Color:BLACK,28,BLACK,GG,
1.77762366697272e+18,1.77762366524281e+18,BandCupColor,Cup:H|Band:32|Color:BLACK,32,BLACK,H,
1.77762366705519e+18,1.77762366524281e+18,BandCupColor,Cup:H|Band:28|Color:BLACK,28,BLACK,H,
1.77762366733344e+18,1.77762366524281e+18,BandCupColor,Cup:H|Band:30|Color:BLACK,30,BLACK,H,
1.77762366752781e+18,1.77762366524281e+18,BandCupColor,Cup:H|Band:36|Color:BLACK,36,BLACK,H,
1.77762366800677e+18,1.77762366524281e+18,BandCupColor,Cup:HH|Band:30|Color:BLACK,30,BLACK,HH,
1.77762366894998e+18,1.77762366524281e+18,BandCupColor,Cup:G|Band:28|Color:BLACK,28,BLACK,G,
1.77762366912694e+18,1.77762366524281e+18,BandCupColor,Cup:GG|Band:30|Color:BLACK,30,BLACK,GG,
1.77762366988745e+18,1.77762366524281e+18,BandCupColor,Cup:GG|Band:36|Color:BLACK,36,BLACK,GG,
1.77762367104934e+18,1.77762366524281e+18,BandCupColor,Cup:GG|Band:32|Color:BLACK,32,BLACK,GG,
1.77762367241599e+18,1.77762366524281e+18,BandCupColor,Cup:GG|Band:34|Color:BLACK,34,BLACK,GG,
1.77762367325671e+18,1.77762366524281e+18,BandCupColor,Cup:G|Band:32|Color:BLACK,32,BLACK,G,
1.7776236739611e+18,1.77762366524281e+18,BandCupColor,Cup:D|Band:30|Color:BLACK,30,BLACK,D,
1.77762367403745e+18,1.77762366524281e+18,BandCupColor,Cup:DD|Band:30|Color:BLACK,30,BLACK,DD,
1.7776236744489e+18,1.77762366524281e+18,BandCupColor,Cup:F|Band:30|Color:BLACK,30,BLACK,F,
1.77762367455016e+18,1.77762366524281e+18,BandCupColor,Cup:E|Band:28|Color:BLACK,28,BLACK,E,
1.77762367507855e+18,1.77762366524281e+18,BandCupColor,Cup:D|Band:28|Color:BLACK,28,BLACK,D,
1.77762367546805e+18,1.77762366524281e+18,BandCupColor,Cup:FF|Band:28|Color:BLACK,28,BLACK,FF,
1.77762367550393e+18,1.77762366524281e+18,BandCupColor,Cup:FF|Band:32|Color:BLACK,32,BLACK,FF,
1.77762367565159e+18,1.77762366524281e+18,BandCupColor,Cup:E|Band:30|Color:BLACK,30,BLACK,E,
1.77762367566649e+18,1.77762366524281e+18,BandCupColor,Cup:G|Band:30|Color:BLACK,30,BLACK,G,
1.777623676025e+18,1.77762366524281e+18,BandCupColor,Cup:FF|Band:30|Color:BLACK,30,BLACK,FF,
1.77762367652344e+18,1.77762366524281e+18,BandCupColor,Cup:F|Band:28|Color:BLACK,28,BLACK,F,
1.77762367681061e+18,1.77762366524281e+18,BandCupColor,Cup:DD|Band:28|Color:BLACK,28,BLACK,DD,
1.77762367707734e+18,1.77762366524281e+18,BandCupColor,Cup:F|Band:32|Color:BLACK,32,BLACK,F,
1.77762367756294e+18,1.77762366524281e+18,BandCupColor,Cup:D|Band:34|Color:BLACK,34,BLACK,D,
1.77762367883055e+18,1.77762366524281e+18,BandCupColor,Cup:E|Band:32|Color:BLACK,32,BLACK,E,
1.77762367903687e+18,1.77762366524281e+18,BandCupColor,Cup:DD|Band:34|Color:BLACK,34,BLACK,DD,
1.77762367919819e+18,1.77762366524281e+18,BandCupColor,Cup:G|Band:36|Color:BLACK,36,BLACK,G,
1.77762367930167e+18,1.77762366524281e+18,BandCupColor,Cup:F|Band:34|Color:BLACK,34,BLACK,F,
1.777623679472e+18,1.77762366524281e+18,BandCupColor,Cup:DD|Band:32|Color:BLACK,32,BLACK,DD,
1.77762367977338e+18,1.77762366524281e+18,BandCupColor,Cup:E|Band:34|Color:BLACK,34,BLACK,E,
1.77762368002373e+18,1.77762366524281e+18,BandCupColor,Cup:E|Band:36|Color:BLACK,36,BLACK,E,
1.77762368035347e+18,1.77762366524281e+18,BandCupColor,Cup:G|Band:34|Color:BLACK,34,BLACK,G,
1.77762368083075e+18,1.77762366524281e+18,BandCupColor,Cup:F|Band:36|Color:BLACK,36,BLACK,F,
1.77762368090133e+18,1.77762366524281e+18,BandCupColor,Cup:FF|Band:34|Color:BLACK,34,BLACK,FF,
1.7776236814127e+18,1.77762366524281e+18,BandCupColor,Cup:D|Band:32|Color:BLACK,32,BLACK,D,
1.7776236817045e+18,1.77762366524281e+18,BandCupColor,Cup:FF|Band:36|Color:BLACK,36,BLACK,FF,
1.7776236822725e+18,1.77762366524281e+18,BandCupColor,Cup:D|Band:36|Color:BLACK,36,BLACK,D,
1.77762368258232e+18,1.77762366524281e+18,BandCupColor,Cup:E|Band:38|Color:BLACK,38,BLACK,E,
1.77762368376131e+18,1.77762366524281e+18,BandCupColor,Cup:FF|Band:38|Color:BLACK,38,BLACK,FF,
1.77762368423867e+18,1.77762366524281e+18,BandCupColor,Cup:F|Band:38|Color:BLACK,38,BLACK,F,
1.77762368445175e+18,1.77762366524281e+18,BandCupColor,Cup:G|Band:38|Color:BLACK,38,BLACK,G,
1.77762368450404e+18,1.77762366524281e+18,BandCupColor,Cup:DD|Band:36|Color:BLACK,36,BLACK,DD,
1.77762368459078e+18,1.77762366524281e+18,BandCupColor,Cup:D|Band:38|Color:BLACK,38,BLACK,D,
1.77762368485924e+18,1.77762366524281e+18,BandCupColor,Cup:DD|Band:38|Color:BLACK,38,BLACK,DD,
1.77762366524281e+18,1.77762366524281e+18,BandCupColor,Cup:None|Band:None|Color:None,None,None,None,
1.77762368187605e+18,1.77762368194572e+18,,,,,,
1.77762368380485e+18,1.77762368194572e+18,,,,,,
1.77762368399152e+18,1.77762368194572e+18,,,,,,
1.77762368594793e+18,1.77762368194572e+18,,,,,,
1.77762368612839e+18,1.77762368194572e+18,,,,,,
1.7776236867071e+18,1.77762368194572e+18,,,,,,
1.77762368866108e+18,1.77762368194572e+18,,,,,,
1.77762368896438e+18,1.77762368194572e+18,,,,,,
1.77762368899201e+18,1.77762368194572e+18,,,,,,
1.77762369004592e+18,1.77762368194572e+18,,,,,,
1.7776236904306e+18,1.77762368194572e+18,,,,,,
1.77762369074897e+18,1.77762368194572e+18,,,,,,
1.77762369102963e+18,1.77762368194572e+18,,,,,,
1.77762369108999e+18,1.77762368194572e+18,,,,,,
1.77762369143385e+18,1.77762368194572e+18,,,,,,
1.77762369164852e+18,1.77762368194572e+18,,,,,,
1.77762369311322e+18,1.77762368194572e+18,,,,,,
1.77762369325028e+18,1.77762368194572e+18,,,,,,
1.77762369355063e+18,1.77762368194572e+18,,,,,,
1.77762369360979e+18,1.77762368194572e+18,,,,,,
1.7776236940207e+18,1.77762368194572e+18,,,,,,
1.77762369428848e+18,1.77762368194572e+18,,,,,,
1.77762369446563e+18,1.77762368194572e+18,,,,,,
1.77762369454784e+18,1.77762368194572e+18,,,,,,
1.77762369468668e+18,1.77762368194572e+18,,,,,,
1.77762369538191e+18,1.77762368194572e+18,,,,,,
1.77762369563166e+18,1.77762368194572e+18,,,,,,
1.77762369563368e+18,1.77762368194572e+18,,,,,,
1.77762369656169e+18,1.77762368194572e+18,,,,,,
1.77762369656745e+18,1.77762368194572e+18,,,,,,
1.77762369667264e+18,1.77762368194572e+18,,,,,,
1.77762369671387e+18,1.77762368194572e+18,,,,,,
1.77762369709186e+18,1.77762368194572e+18,,,,,,
1.77762369739672e+18,1.77762368194572e+18,,,,,,
1.77762369772097e+18,1.77762368194572e+18,,,,,,
1.77762369790681e+18,1.77762368194572e+18,,,,,,
1.77762369838243e+18,1.77762368194572e+18,,,,,,
1.77762369906078e+18,1.77762368194572e+18,,,,,,
1.77762369960079e+18,1.77762368194572e+18,,,,,,
1.7776237004781e+18,1.77762368194572e+18,,,,,,
1.77762370283131e+18,1.77762368194572e+18,,,,,,
1.77762368194572e+18,1.77762368194572e+18,,,,,,
1.77762370031481e+18,1.77762369937217e+18,,,,,,
1.77762370052456e+18,1.77762369937217e+18,,,,,,
1.77762370070933e+18,1.77762369937217e+18,,,,,,
1.77762370078421e+18,1.77762369937217e+18,,,,,,
1.77762370078721e+18,1.77762369937217e+18,,,,,,
1.77762370108553e+18,1.77762369937217e+18,,,,,,
1.77762370126099e+18,1.77762369937217e+18,,,,,,
1.77762370167707e+18,1.77762369937217e+18,,,,,,
1.77762370313354e+18,1.77762369937217e+18,,,,,,
1.77762370369558e+18,1.77762369937217e+18,,,,,,
1.7776237040594e+18,1.77762369937217e+18,,,,,,
1.7776237045719e+18,1.77762369937217e+18,,,,,,
1.77762370471738e+18,1.77762369937217e+18,,,,,,
1.77762370474655e+18,1.77762369937217e+18,,,,,,
1.77762370546762e+18,1.77762369937217e+18,,,,,,
1.77762370554466e+18,1.77762369937217e+18,,,,,,
1.77762370573885e+18,1.77762369937217e+18,,,,,,
1.77762370577168e+18,1.77762369937217e+18,,,,,,
1.77762370594102e+18,1.77762369937217e+18,,,,,,
1.77762370656224e+18,1.77762369937217e+18,,,,,,
1.777623706576e+18,1.77762369937217e+18,,,,,,
1.77762370726654e+18,1.77762369937217e+18,,,,,,
1.77762370743158e+18,1.77762369937217e+18,,,,,,
1.7776237076903e+18,1.77762369937217e+18,,,,,,
1.77762370893566e+18,1.77762369937217e+18,,,,,,
1.77762370952322e+18,1.77762369937217e+18,,,,,,
1.77762370965219e+18,1.77762369937217e+18,,,,,,
1.7776237099387e+18,1.77762369937217e+18,,,,,,
